label_id,label_name,exist_in_source,exist_in_target,annotation_count
71,Pachyseris,1,1,1375
1869,Asparagopsis taxiformis,1,0,1371
1907,Halopteris scoparia,1,1,1363
1696,Unidentified red blade (canopy),0,1,1356
1471,Balanus/Amphibalanus spp.,1,1,1313
430,Stypopodium sp.,1,0,1304
457,Ocomplex bleached,1,1,1303
2879,Macroalgae:Laminate:Brown: Zonaria Turneriana,1,0,1302
3384,Fucus sp.,1,0,1288
1316,CRED-Bryozoan,1,1,1281
3654,Schizomavella spp.,1,0,1272
1384,Eunicea spp.,1,0,1258
2092,SINV_SPO_FAN,1,1,1251
1874,ARMS-CREP-Brown upright macroalgae,1,0,1251
697,Bleached Diploria labyrinthiformes,1,1,1248
1380,Briareum asbestinum,1,0,1248
2572,Porites encrusting-plates,1,1,1243
388,Meandrina,1,1,1243
1330,CRED-Dictyosphaeria spp,1,1,1241
1555,Cyphastrea microphthalma,1,0,1228
1879,ARMS-CREP-Halimeda spp,1,1,1222
1344,CRED-Fine sediment,1,0,1219
3093,Arborescent Hard Coral,1,0,1217
573,Didemnum carnulentum,1,0,1206
1256,Phorbas topsenti,1,1,1206
637,Tridacna: Giant clam,1,1,1205
360,Worms: Polychaetes,1,0,1205
415,Acompresa,1,1,1200
2232,Other Invertebrates,1,0,1200
2447,Deep Turf,1,0,1197
2118,CREP-T2 Tabulate hard coral,1,0,1197
3516,Paragoniastrea australensis,1,0,1188
387,Madracis,1,1,1184
3644,Unk Algae,1,0,1182
1119,"bivalve, unidentified",1,0,1180
720,Fucus distichus,1,0,1179
3243,Millepora nitida,1,1,1169
1632,Unidentified encrusting bryozoan,0,1,1158
2844,Microbial mats,1,0,1130
2207,Porites compressa trematodiasis,1,0,1109
603,Acropora (arborescent table),1,0,1108
1936,Heliopora coerulea,1,0,1106
711,Desmarestia viridis,1,0,1106
3657,Diplosolen obelia/Plagioecia sp.,1,0,1105
2840,Bleached ellisolandia elongata,0,1,1089
2084,Dead Pocillopora,1,1,1087
218,Asparagopsis,1,0,1080
338,Ascidians: Unstalked: Colonial,1,0,1074
3157,Bryozoan Almond Zooid,1,0,1073
3259,Neospongodes atlantica,1,0,1069
2533,brown encrusting algae,1,0,1068
708,Cystodytes lobatus,1,0,1068
2124,Ectocarpus Lyngbye,1,1,1057
3440,Deep Substrate,1,0,1054
3799,Posidonia sp,1,0,1051
2939,Macroalg: Large Canopy Forming: Phyllosphora,1,0,1044
1267,CRED-Free-living hard coral,1,0,1043
3246,Favia gravida,1,1,1038
2013,Lyngbya spp.,1,0,1032
871,Aiolochroia crassa,1,1,1027
189,Seriatopora,1,1,1025
1419,Massive colonies with invisible polyps,1,0,1016
2435,Acropora valida,0,1,1014
1743,Millepora complanata,1,0,1013
412,Cvaginalis,1,1,1012
58,Acanthastrea,1,1,1012
3094,Table-like Hard Coral,1,0,1011
3620,Colonial tunicate,1,0,1007
413,Cplicifera,1,1,1007
2960,White Space,1,0,1005
2618,Thick Sediment Over Rock,1,0,997
2545,Wand,1,0,995
280,Sponges: Massive forms: Simple,1,0,995
3593,Phycodrys quercifolia,1,0,992
1868,Galaxaura sp.,1,1,989
2026,Galaxaura rugosa,1,0,987
638,Trash,1,1,986
2485,Bleached Acropora,1,0,986
1420,Massive colonies with visible polyps,1,0,977
1722,Brachidontes pharaonis,1,1,968
1126,Mobile fauna,1,0,965
235,Corals: Stony corals: Tabulate,1,0,963
2550,Red encrusting algae,1,0,960
1791,Liagora,1,0,958
1667,Desmarestia viridis (canopy)),0,1,956
3858,CCA on dead massive coral,1,0,955
3617,Sponge: Masive,1,0,946
496,Amathia sp.,1,0,946
1801,Limestone free of overgrowth,1,0,944
509,Cladophora prolifera,1,0,941
2779,Too Dark,1,0,941
956,Erect coarse branching brown: Sargassum sp.,1,1,936
923,Halichondria panicea,1,1,935
2551,Green encrusting alga,1,0,935
2933,Macroalgae:Erectcoarseb:brown:sargassum,1,0,935
2631,Macroalgal Turf,1,0,927
349,Echinoderms: Ophiuroids:Brittle / snake stars,1,0,920
3395,Arbacia dufresnii,1,0,919
411,Cdelitrix,1,1,919
1355,CRED-Asparagopsis spp,1,1,919
3871,Red CCA,1,0,914
104,Octocorallia,1,1,912
2032,Bleached Favia matthai,1,0,910
980,Crambe Crambe,1,1,905
3091,bleached algae,0,1,902
266,Hydroids,1,0,901
2842,Bleached Palisada perforata,0,1,900
90,Porites irregularis,1,1,895
3029,Thin Biotic Matrix,1,0,894
1470,Asterias spp.,0,1,889
3443,Gelidium spp,1,0,888
577,Pododesmus macrochisma,1,0,887
1163,Tripneustes gratilla,1,1,879
765,Totally bleached Porites cylindrica,1,0,877
2417,Echinothrix calamaris,1,1,872
380,Dcylindrus,1,1,864
1604,"Thin, Foliose, Plating: Other",1,1,859
3292,Pavona Columnar,0,1,856
1851,Cnidarian,1,0,850
203,Bleached Acropora branching,1,0,847
1131,"Red algae, thick branching",1,0,841
192,Echinophyllia,1,1,836
1383,Pseudoplexaura spp.,1,0,833
3902,Pink CCA on dead encrusting coral,1,0,832
1501,Ectopleura/Tubularia spp. (substratum),0,1,830
3197,Red algae - filamentous,1,0,830
3643,Unknown Invert,1,0,823
3884,Pink branching CCA on dead branching coral,1,0,821
3099,Bushy Hard Coral,1,0,818
1828,Fungia scutaria,1,1,815
2656,Rubble Peysso,1,1,813
1258,Aplysina fulva_cauliformis,1,1,813
1563,Platygyra lamellina,1,0,812
77,Stylocoeniella,1,1,811
2785,Turf On Pebbles,1,0,808
255,Black/Octocorals (3D): non-fleshy: Bushy,1,0,805
2155,Wood,1,1,800
1589,Obelia spp. (canopy),0,1,799
459,Millepora bleached,1,1,793
1444,Calcifying algae: Other,1,0,784
1404,Non hermatypic: Heliopora (Blue coral),1,0,783
2157,Paramontastrea peresi,1,1,783
3102,Lobate Soft Coral,1,0,780
756,Kelp (unidentifed Laminariales),1,0,775
1840,Bryozoan_branching,1,0,772
1178,Madracis decacitis,1,1,771
3107,Arborescent Soft Coral,1,0,768
1654,Algae: Large Visible Globules,1,0,765
511,Codium fragile,1,0,764
3097,Columnar Hard Coral,1,0,760
194,Mycedium,1,1,757
2471,Stryphnus,1,0,756
465,Dictyopteris,1,1,754
3139,Spirorbinae,1,0,753
1497,Didemnum spp. (native),1,1,751
361,Worms: Polychaetes: Tube worms,1,0,750
580,Psolus chitonodes,1,0,749
1997,Gyrosmilia,1,0,748
691,Balanophyllia elegans,1,0,742
2167,Sponge - any,1,0,741
649,axinella polypoides,1,0,738
973,Chondrilla nucula,1,0,734
3547,Rodolito Morto,0,1,733
108,Meandroid (brain) corals,1,0,732
313,Macroalgae: Erect fine branching,1,0,726
738,Serpulid worms,1,0,718
2882,Pachyseris plating,1,0,712
808,Aglaophenia trifida,1,0,710
1915,Bryopsis pennata,1,0,708
3487,Codium vermilara/fragile,1,0,702
497,Arbacia punculata,1,0,701
1872,ARMS-CREP-Blue-green macroalga,1,0,701
2826,Thalassia Testudinum,1,0,691
2060,Bleaching encrusting Montipora,1,0,687
407,Afistularis,1,1,686
606,Acropora Plating,1,0,686
148,Erect sponge,1,1,678
802,Seagrasses: Elliptical Leaves,1,0,677
2863,Macroalgae:ArticulatedCalcareous:Red:Amphiroa,1,0,674
1718,Malleus regula,1,0,673
3017,Sandy Turfy Biotic Matrix,1,0,672
2434,Acropora squarrosa,0,1,668
1717,Axinella sp,1,0,665
64,Gardineroseris,1,1,663
564,Blue-Green Algae,1,1,662
2640,Lobed Macroalgae,1,0,662
337,Ascidians: Unstalked: Solitary,1,0,658
1446,Foliose Fan-shaped Macroalgae,1,0,655
695,Cliona californiana,1,0,655
1920,Caulerpa webbiana,1,0,655
529,Upright sponge,1,0,652
3634,Other coral or algae,1,0,650
1310,CRED-Stylophora spp,1,1,636
599,Pocillopora verrucosa,1,0,634
640,Desmarestia sp.,1,0,631
1544,Acropora downingi,1,0,630
2193,Montipora patula bleached,1,1,629
3538,CCA white to greenish,1,0,626
382,Eusmilia fastigiata,1,1,622
2416,Heterocentrotus mamillatus,1,1,618
3295,Hard Coral plate,1,0,618
1807,Silt/Clay,1,0,617
145,Sea cucumber,1,1,616
1996,Fragments of dead coral,1,0,613
3798,Heterozostera tasmanica,1,0,611
211,Bleached Echinopora,1,0,611
1693,Unidentified green blade (substratum),0,1,608
3897,Brown CCA on dead massive coral,1,0,606
663,Red sponge,1,0,603
3656,Schizobrachiella sanguinea,1,0,598
3039,Branched algae,1,0,595
1925,Halimeda dis_fra_gra_hed_opu_tun_vel,1,0,592
191,Fungiidae,1,0,590
136,Cladiella,1,0,583
238,Corals: Stony corals: Foliose,1,0,583
2464,"Porites compressa, recently dead",1,1,581
3485,Undaria pinnatifida,1,0,578
683,sarcotragus,1,0,578
1800,Trididemnum spp.,1,0,573
1455,"Sea cucumbers, sea urchins, sea stars, lobste",1,1,571
542,Unknown Tunicate,1,0,571
2654,Rubble CCA,1,0,571
2965,Porites-mound,1,0,570
3081,Echinometra viridis,1,0,569
1865,Porites lichen,1,0,567
1183,Meandrina meandrites,1,0,566
3876,Fan Shape LOB/PAD,1,0,566
3305,Rock Crustose Coralline Algae,1,0,566
318,Macroalgae: Erect coarse branching green,1,0,557
226,Bryzoa,1,0,552
3878,Red Calcareous,1,0,549
3638,Branching Soft Coral,1,0,548
3141,Crucigera zygophora,1,0,546
1928,Halimeda micronesica,1,0,545
2627,Bare Pebbles,1,0,542
414,Atubulata,1,1,541
2040,Rhytisma,1,1,540
512,Colpomenia sinuosa,1,1,539
480,Ircinia campana,1,0,538
2496,Bleached Favites,1,0,537
1855,HC_dead,1,0,535
1324,CRED-Brown macroalgae,1,1,535
390,Mycetophyllia,1,1,529
1108,"Serpulid worms, unidentified",1,0,526
3014,Dead seagrass,1,0,524
299,Macroalgae: Large canopy-forming : brown,1,0,522
3251,Phyllogorgia dilatata,1,0,521
541,Botrycladia occidentalis,1,0,519
2520,Lithophyton,1,1,519
2362,Turbinaria Encrusting,1,0,518
3522,Ascidian colonial,1,0,515
3658,Tubulipora plumosa,1,0,514
481,Leptogorgia hebes,1,0,513
3333,Sea Lettuce - Ulva Lactuca,1,0,512
3101,Massive Soft Coral,1,0,512
153,Encrusting Montipora,1,0,507
336,Ascidians: Unstalked,1,1,502
2966,Measuring Stick,1,0,502
3619,Sponge: Tubular,1,0,499
180,Mobile invertebrates,1,1,495
1545,Acropora clathrata,1,0,493
2575,Macrolagae all genera,1,0,493
1799,Hydrozoan,1,1,491
2186,Montipora flabellata bleached,1,0,489
1876,ARMS-CREP-Dictyopteris/Dictyota spp,1,0,489
274,Sponges: Massive forms: Mound,1,0,488
1035,Psammocora stellata,1,1,487
379,Dstokesi,1,1,486
3883,Pink CCA on dead branching coral,1,0,486
2436,Montipora danae,0,1,480
3121,Stable Substrata,1,0,479
65,Herpolitha,1,1,477
1257,Sarcotragus spinosulus,1,0,471
3677,Lithophyllum spp. Encrusting,1,0,467
2964,Aplysina spp.,1,0,466
1814,Amphibalanus amphitrite,0,1,463
1158,"bryozoan, dead encrusting",1,0,461
609,Plerogyra,1,0,459
2798,Acanthophora nayadiformis,0,1,454
3704,Sedentary Annelida Polychaeta,1,0,453
2867,Macroalgae: Membraneous: Brown: Dictyota,1,0,448
3868,Deep-pink CCA,1,0,447
3100,Encrusting Soft Coral,1,0,444
1736,Ircinia sp.,1,1,444
2030,Ramicrusta spp.,1,0,443
1360,Agaricia lamarcki,1,0,439
565,Niphates digitalis,1,1,438
632,Non-Acropora submassive,1,0,435
489,Chondrosia_Didemnum,1,0,433
1609,Dipsastraea,1,0,433
670,yellow sponge,1,0,432
3914,Red CCA on dead massive coral,1,0,431
2169,Chirona hameri,1,0,428
2035,Bleaching Favia stelligera,1,0,425
2530,Brown turfing algae,1,0,419
1041,Dictyosphaeria cavernosa,1,1,417
405,Gneptuni,1,1,417
3210,Zooanthid,1,0,417
1469,Ascidiella aspersa,1,1,414
1376,Siderastrea radians,1,0,414
1677,Phyllophora/Chondrus (substratum),0,1,414
3201,Red algae - branching,1,0,412
1156,"Red algae, crustose coralline bleached/dead",1,0,411
1138,"Green algae, unidentified",1,1,410
432,Avrainvillea sp.,1,0,410
3366,Recently Dead (LOF),1,0,409
596,Algal Film,1,0,406
3908,Pink CCA on dead columnar coral,1,0,403
320,Macroalgae: Erect coarse branching red,1,0,401
2544,Dead Gorgonian,1,0,397
2374,Shade,1,0,396
2586,Bleached Poritidae massive,1,0,396
3437,Lettuce Coral,1,0,394
3194,Cirripedia - Barnacle,1,0,394
1034,Leptastrea purpurea,1,1,392
1754,Non Hermatypic Heliopora,1,0,392
2563,Unknown Algae,1,1,390
1378,Stephanocoenia intersepta,1,0,386
3117,Other Branching Bryozoan,1,0,384
462,Mat tunicate,1,1,383
3880,CCA on dead encrusting coral,1,0,383
3591,Unknown macroalgae,1,0,380
3247,Favia leptophylla,1,1,379
2061,Bleaching foliose Montipora,1,0,379
3887,Bright red CCA,1,0,373
1922,Chlorodesmis fastigiata,1,0,373
240,Corals: Stony corals: Digitate,1,0,372
2602,Pocilloporidae Bleached (white),1,1,371
2490,Bleached Pocillopora,1,0,370
3666,Anomia ephippium,1,0,370
2476,Penicillus spp.,1,0,367
1101,"Tunicate, compound unidentified",1,0,366
1760,unknown invertebrate eggs,1,1,365
87,Blastomussa,1,0,365
2094,CREP-T1 Soft Coral,1,0,365
1888,ARMS-CREP-Mobile fauna,1,0,363
3131,Clytia gracilis,1,0,357
3925,Turf Algae on dead columnar coral,1,0,355
1038,Mycale grandis,1,0,353
684,black sponge,1,0,351
112,Montastrea franksii,1,0,350
297,Macroalgae: Sheet-like / membraneous: brown,1,0,350
1583,Acanthastrea echinata,1,0,346
2018,Hydrolithon reinboldii,1,0,346
2216,Porites lobata tissue loss,1,1,344
272,Sponges: Massive forms: Round,1,0,344
2367,Bolt,0,1,344
1579,Pavona decussata,1,0,343
252,Corals: Black & Octocorals: Encrusting,1,0,340
1857,Coral: Black/Octocorals: Massive soft corals,1,0,337
2130,Sertularia sp.,1,0,337
2219,CREP-T3a Amansia spp,1,0,334
931,Macroalgae: Laminate: brown: Zonaria sp.,1,0,334
971,Favites halicora,1,0,332
3413,Pavona Submassive,0,1,331
2495,Bleached Favia,1,0,330
3163,Orange encrusting bryozoan 3,1,0,330
2622,Biofilmed Rock,1,0,329
2292,Favia Sub-massive,0,1,328
3301,Soft Coral Leathery,1,0,328
193,Oxypora,1,1,325
202,Bleached Acropora tabulate,1,0,325
228,Echinoderms,1,0,323
1556,Cyphastrea serailia,1,0,322
3913,Red CCA on dead encrusting coral,1,0,320
3585,Cliona delitrix,1,0,319
3244,Scolymia wellsi,1,1,318
1892,ARMS-CREP-Gastropoda,1,1,317
3870,Branching pink CCA,1,0,316
302,Macroalgae: Laminate: green,1,0,316
605,Acropora (encrusting),1,1,315
1043,Unidentified Octocoral,1,0,313
1502,Edwardsiella lineata (canopy),0,1,313
955,Bugula californica,1,0,312
486,Yellow digits,1,0,311
1373,Pseudodiploria clivosa,1,0,309
3707,Disporella sp.,1,0,306
3269,Stypopodium zonale,1,1,305
817,Plakortis,1,1,305
231,Worms,1,0,305
3376,Platygyra Massive,0,1,304
2036,Bleaching Pocillopora eydouxi,1,0,304
885,Tonicella spp.,1,1,304
1686,Ulva spp. (canopy),0,1,304
3515,Pocillopora aliciae,1,0,303
2048,Podabacia,1,1,302
1480,Bugula simplex (canopy),0,1,302
3151,Crustose Corraline 2,1,0,300
472,Paracyathus pulchellus_Phyllangia americana,1,0,298
3918,Red branching CCA,1,0,298
1993,Xestospongia aff. carbonaria,1,0,297
2569,Porites nodular branches,1,0,297
2090,Spondylus spiosus,1,0,295
811,Halophila ovalis,1,1,293
2717,1cm Sponge,1,0,293
3907,Montipora millepora,1,0,289
1005,Watersipora cucullata,0,1,289
2977,Hydroides sp,1,0,289
836,S. droebachiensis,1,0,287
3192,Red algae - Crustose coralline algae,1,0,285
3893,Pale yellow CCA on dead massive coral,1,0,284
1046,Mytilus spp.,0,1,284
1938,Acropora formosa (muricata) group,1,0,282
2567,Epiphytic algae,1,0,282
424,Chrysocystis fragilis,1,0,281
2243,Epiphyte on eelgrass,0,1,281
1534,Membranipora membranacea,0,1,280
1282,CRED-Goniopora/Alveopora spp,1,0,278
200,Symphyllia,1,1,275
2351,Porites Sub-Massive,1,1,275
2220,CREP-T3a Galaxaura spp,1,0,275
1266,CRED-Columnar hard coral,1,0,273
229,Molluscs,1,0,273
3037,Tesseropora rosea,1,0,271
3158,Bryozoan Ovoid Zooid,1,0,271
1460,Astrangia poculata,0,1,270
2951,Brown/Green Algal Crust,1,0,270
1841,Bryozoan_encrusting,1,0,269
2652,Foliose Peysso,1,0,269
1633,Unidentified hydroid (canopy),0,1,268
769,Bleached Stylophora pistillata (total),1,0,266
1014,"Ascidian, unidentified",1,0,265
1385,Plexaurella spp.,1,0,260
1763,Bleached Favites pentagona,1,0,260
3582,Stephanocoenia spp.,1,0,260
3164,Upright Heavily Branched Structures,1,0,260
2184,Montipora capitata tissue loss,1,0,259
1529,Jassa marmorata,0,1,257
2460,Agelas conifera/tubulata,1,0,256
1190,Aplysina cauliformis,0,1,255
1940,Acropora sp.,1,0,255
219,Sarcomenia,1,0,255
1651,Foliose Feathery Macro Algae,1,0,252
316,Macroalgae: Erect fine branching brown,1,0,250
2057,COT Scars,1,1,249
3496,Terebellidae,1,0,248
495,Symplegma sp.,1,0,248
284,Sponges: Hollow forms,1,0,248
2950,Foliose CCA,1,0,247
552,Gooey Red Algae,1,0,245
406,Aarcheri,1,1,243
535,Black crust,1,0,243
2143,Anadyomene stellata,1,0,242
1893,ARMS-CREP-Hydrozoa,1,1,242
4108,Sponge: massive violet,1,0,240
281,Sponges: Massive forms: Barrels,1,1,240
488,Botrylloides sp.,1,1,239
241,Corals: Stony corals: Corymbose,1,0,239
2538,Stypopodium spp.,1,0,238
1961,Goniastrea edwardsi_retiformis,1,0,238
3152,Crustose Corraline 3,1,0,238
2147,Soft Bleached,1,0,237
1313,CRED-Hydrocoral,1,1,236
3133,Ascidia columbiana,1,0,236
3447,Anthothoe chilensis,1,0,234
561,Bright Orange Crust,1,0,234
1511,Halichondria sp. (Blue),0,1,234
3618,Sponge: Repent,1,0,233
487,Aplidium sp.,1,0,232
3872,Pale yellow CCA,1,0,232
3162,Orange encrusting bryozoan 2,1,0,232
2624,Biofilmed Rubble,1,1,231
2801,Padina pavonica,0,1,231
1937,Acropora robusta group,1,0,230
2138,Scalebar,1,0,230
1773,Dendrogyra cylindrus,1,0,230
419,Palythoa sp,1,1,229
3797,Amphibolis antarctica,1,0,228
1507,Flabellina spp.,0,1,228
3733,Undaria debris,1,0,227
2427,Tubipora,1,1,226
2576,Volcanic sediment,1,0,224
560,Compressa Orange,1,0,222
492,Schizoporella floridana,1,0,222
1129,"Red algae, thin branching",1,0,222
466,Halymenia floridana,1,0,221
2969,Ectyoplasia,1,0,221
586,Jointed Calcareous Algae,1,0,220
206,Bleached Astreopora,1,0,219
962,Molluscs: Snails,1,1,218
294,Macroalgae: Sheet-like / membraneous,1,0,217
2494,Bleached Pavona,1,0,217
287,Sponges: Erect forms,1,0,217
730,Opuntiella californica,1,0,217
1600,Trash: Human Origin,1,0,216
967,Champia/Lomentaria,1,0,216
3923,Turf Algae on dead laminar coral,1,0,215
1815,Ceramium sp.,1,0,213
1762,Bleaching Hydnophora,1,0,213
1538,Molgula spp.,0,1,213
3489,Lissoclinum fragile,1,0,211
1559,Plesiastrea versipora,1,0,211
799,Ophlitaspongia pennata,1,0,210
3368,Lobophora on Rubble,0,1,208
3098,Foliose Hard Coral,1,0,208
1901,ARMS-CREP-Hydrocoral,1,0,207
373,Encrusting biota unknow,1,0,206
1309,CRED-Psammocora spp,1,1,205
3686,Didemnidae,1,0,205
3875,Montipora foveolata,1,0,205
1359,Agaricia grahamae,1,0,204
2605,Poritidae massive Bleached (white),1,1,204
1947,Pavona decussata_divaricata_frondifera,1,0,204
1554,Favites acuticollis,1,0,203
3630,Empty wall space,1,0,201
1720,Chama pacifica,1,0,199
1177,Porites divaricata,1,0,197
2129,Oculina arbuscula,1,0,197
508,Caulerpa racemosa,1,1,196
2888,Carijoa,1,1,196
3548,Outros,0,1,196
1692,Unidentified green blade (canopy),0,1,195
1298,CRED-Pachyseris spp,1,0,192
1564,Turbinaria peltata,1,0,192
3898,Brown CCA on dead encrusting coral,1,0,192
475,Solenastrea hyades,1,0,191
3586,Scopalina ruetzleri,1,0,191
3120,Arborescent Hydrozoan,1,0,191
3518,Astrea curta,1,0,189
2648,Thick Branching Green Macroalgae,1,0,189
2064,Montipora foliose,1,0,188
3633,Abiotic,1,0,188
3926,Branching pink CCA on dead massive coral,1,0,188
2465,"Porites lobata, recently dead",1,1,187
3824,Hyrtios sp.,1,0,187
1969,Pocillopora ank_dan_ele_mea_set_ver,1,0,187
2782,Thin Soft Octocoral,1,0,187
3150,Crustose Corraline 1,1,0,187
353,Molluscs: Gastropods,1,1,184
482,Spirastrella sp.,1,0,184
76,Sandolitha,1,1,184
2825,Vermetus triquetrus (dead),0,1,184
2074,Bleached Pocillopora damacornis,1,1,183
951,Plocamium spp.,1,0,182
3862,Neopetrosia,1,0,181
3928,Pink branching CCA on dead tabular coral,1,0,181
1576,Psammocora contigua,1,0,181
234,Corals: Stony corals,1,0,180
1515,Halisarca spp.,0,1,180
1528,Isodictya spp. (substratum),0,1,180
2415,Diadema paucispinum,1,1,179
1122,"Barnacle, unidentified",1,0,179
989,Antipatharia,1,0,179
2293,Favites Sub-massive,0,1,178
2201,Pocillopora meandrina bleached,1,1,177
3108,Foliose Macroalgae,1,0,177
1585,Hydnophora exesa,1,0,173
3378,Porites porites dead,1,0,173
665,yellow sponge encrasting,1,0,171
1001,"Bryozoan, branching unidentified",1,0,170
1824,Echinothrix diadema,1,0,169
1822,sabellastarte spectabilis,1,0,168
2055,Discosoma,1,1,166
1775,Dichocoenia stokesi,1,0,166
97,Non-Bio,1,0,165
3068,WatSubLedge,1,0,165
2836,Dry ulva,0,1,165
3510,Damsel turf,1,0,164
3154,Light Brown Crust,1,0,164
3632,Coral from other experiment,1,0,163
581,Sarcodiotheca gaudichaudii,1,0,163
1566,Turbinaria reniformis,1,0,161
1751,Hard Coral: Hispidose,1,0,161
1465,Anomia/Heteranomia spp.,0,1,160
344,Echinoderms: Sea stars,1,1,158
397,Sintersepta,1,1,158
1382,Plexaura spp.,1,0,158
2033,Bleached Pocillopora meandrina,1,0,157
1968,Galaxea fascicularis,1,0,157
991,Idanthyrsus saxicavus,1,0,157
1756,Unknown Sponge - White,0,1,157
3873,Dark yellow CCA,1,0,156
3594,Juvenile Undaria pinnatifida,1,0,155
3105,Whip-like Soft Coral,1,0,155
723,Heteropora pacifica,1,0,154
1645,Psammocora albopicta,1,0,154
3382,Halimeda discoidea,1,0,153
3111,Articulated Calcareous Macroalgae,1,0,153
2598,TFP: Visible Relief Structures Bleached,1,0,152
1487,Ciona intestinalis,1,1,152
1428,"Thin, Foliose, and Plating bleached",1,0,152
1965,Dipsastraea spp.,1,0,151
2626,Thin Turf/Biofilm on Rock,1,0,151
3155,Dark Brown crust,1,0,151
2206,Porites compressa algal overgrowth,1,0,150
1656,Agarum clathratum (canopy),1,0,150
2780,Motile Invertebrate,1,0,149
2541,Udotea spp.,1,1,147
693,Chelyosoma,1,0,145
2133,Rhodymeniales Small Blade,1,0,144
445,Porites duerdeni,1,0,143
1949,Diploastrea heliopora,1,0,142
1948,Pavona varians_venosa,1,0,142
1721,Alectryonella plicatula,1,1,142
615,Montipora Laminar without Ridges,1,0,140
2497,Bleached Goniastrea,1,0,138
3455,Detached Turbinaria,1,0,136
2244,Erythrastrea,1,0,136
328,Bryozoa: Soft,1,0,135
2847,Macroalgae:Encrusting:Red:Non-calcareous,1,0,135
3519,Porites heronensis,1,0,134
3631,Power head pump,1,0,134
3895,Pale yellow CCA on dead encrusting coral,1,0,134
334,Bryozoa: hard: encrusting,1,0,133
1806,Recently killed coral,1,0,133
291,Sponges: Erect forms: Simple,1,0,133
559,Shallow Orange,1,0,130
3089,Hydroclathrus,1,0,129
3205,Polychaete - tube worm,1,0,129
2081,Bleaching Leptastrea,1,0,128
3927,Plakortis lita,1,0,128
1598,Calcifying Calcareous Crustose Algae: Sub,1,0,127
3690,Ciona roulai,1,0,127
4103,Acropora latistella,1,0,127
2625,Biofilmed Pebbles,1,0,127
315,Macroalgae: Erect fine branching green,1,0,125
359,Crustacea: Barnacles: Acorn,1,0,125
2579,Echinometra spp,1,0,125
2889,Botrylloides,0,1,124
2788,Turfy Biotic Matrix on Pebbles,1,0,123
1942,Acropora hyacinthus group,1,0,122
2783,Thick Soft Octocoral,1,0,122
1646,Porites nodifera,1,0,121
3104,Fan-shaped Soft Coral,1,0,121
3497,Tegula patagonica,1,0,120
3929,Turf algae on dead tabular coral,1,0,120
3328,Dead coral with turf algae,1,0,118
3877,Red Foliose,1,0,118
1451,Leathery Macrophyte: Sargassum,1,0,118
1792,Wrangelia,1,0,117
3313,Macroalgae: Membraneous: Brown,1,0,117
2797,Vermetus triquetrus,0,1,116
2660,0mm Encrusting Sponge,1,0,116
2621,Lightly Biofilmed Rock,1,1,115
3812,Clathria sp.,1,0,114
243,Corals: Stony corals: Solitary / mushroom,1,0,113
3800,Seagrass wrack,1,0,113
1518,Henricia sanguinolenta,0,1,113
2148,Fungia Bleached,1,0,112
308,Macroalgae: Globose / saccate green,1,0,112
2610,PNG-Tunicate-Solitary,1,0,112
443,Porites brighami,1,0,111
3129,Bossiella Sp.,1,0,111
2214,Porites lobata algal overgrowth,1,1,110
707,Crisia spp.,1,0,110
1557,Leptastrea transversa,1,1,110
1574,Anomastraea irregularis,1,0,110
3254,Hippodiplosia insculpta,1,0,110
611,Astreopora (encrusting),1,1,109
2039,Bleaching Pavona duerdeni,1,1,109
3869,Pale Red CCA,1,0,109
1679,Polysiphonia stricta (substratum),1,0,109
2038,Bleaching Pavona varians,1,0,108
2062,Bleaching Montastrea,1,0,108
1137,Pseudochitinopoma occidentalis,1,0,107
1144,"Brown algae, thin film",1,1,107
2577,Diaddema,1,0,107
2073,Bleached Montipora patula,1,0,106
4100,Coscinoderma,1,0,106
961,Molluscs: Limpets,0,1,106
3383,Martensia Spp.,1,0,105
3114,Branching-repent Sponge,1,0,105
78,Tubastrea,1,1,104
2156,Oyster Bag,0,1,104
614,Montipora Laminar with Ridges,1,0,103
2718,3cm Sponge,1,0,103
3805,Zoopilus echinatus,1,0,102
1036,Vermetidae,1,1,102
195,Pectiniid - Unidentified Plating,1,0,102
1590,Spionidae,0,1,101
1622,Schizoporella unicornis,0,1,101
114,Stephanocoenia michellini,1,1,100
371,Substrate: Consolidated (hard) Cobbles,1,0,100
1105,Serpula columbiana,1,0,100
